ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,264,Single,Italy,True,600.0,850.0,,DWAI149*,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,1.4467,Normal Eco,147.0,"Australia,New Zealand",0.0277,57740,Approved,12.6,Freestanding,False,600.0,2016-05-11,,Single product class,Unavailable,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,264,Single,Italy,True,600.0,850.0,,DWAU149*N,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,1.4467,Normal Eco,147.0,"Australia,New Zealand",0.0277,57740,Approved,12.6,Freestanding,False,600.0,2016-05-11,,Single product class,Unavailable,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,264,Single,Italy,True,600.0,850.0,,DWAU147*,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,1.4467,Normal Eco,147.0,"Australia,New Zealand",0.0277,57740,Approved,12.6,Freestanding,False,600.0,2016-05-11,,Single product class,Unavailable,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,264,Single,Italy,True,600.0,850.0,,DWAFI149,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,1.4467,Normal Eco,147.0,"Australia,New Zealand",0.0277,57740,Approved,12.6,Freestanding,False,600.0,2016-05-11,,Single product class,Unavailable,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,264,Single,Italy,True,600.0,850.0,,DWAU149*O,AS/NZS 2007.1:2005,3.61949781798,3.5,0.0,1.4467,Normal Eco,147.0,"Australia,New Zealand",0.0277,57740,Approved,12.6,Freestanding,False,600.0,2016-05-11,,Single product class,Unavailable,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6160 SCVi,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6100 SCi,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6100 SCU,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6100 SC,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6300 SCU,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,MIELE,14,274,Single,"Germany,Czech Republic",True,,,IEC,G 6300 SC,AS/NZS 2007.1:2005,3.51526004106,3.5,0.0,1.59,Eco,161.0,"Australia,New Zealand",0.08,77621,Approved,11.3,Built-in,True,,2019-03-04,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Hafele,8,244,Single,China,True,540.0,820.0,IEC,535.29.523,AS/NZS 2007.1:2005,2.27139384193,2.0,0.0,2.0,Normal,116.0,"Australia,Fiji,New Zealand",0.0,79738,Approved,12.12,Built-in,False,445.0,2019-04-23,,Single product class,Available,,http://www.hafele.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,225,Single,Germany,True,,,IEC,SMU50E55AU,AS/NZS 2007.1:2005,4.06766134519,4.0,0.0,4.595,Normal 45,148.0,"Australia,Fiji,New Zealand",0.122,68639,Approved,11.8,Built-in,True,,2018-05-14,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,225,Single,Germany,True,,,IEC,SMS50E52AU,AS/NZS 2007.1:2005,4.06766134519,4.0,0.0,4.595,Normal 45,148.0,"Australia,Fiji,New Zealand",0.122,68639,Approved,11.8,Built-in,True,,2018-05-14,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,AEG,14,308,Single,Italy,True,570.0,820.0,IEC,F77000M0P/AU,AS/NZS 2007.1:2005,3.18730968017,3.0,0.000217,0.07,ECO 50,158.0,"Australia,Other",,70519,Approved,22.7,Built-in,True,595.0,2018-02-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,AEG,14,308,Single,Italy,True,570.0,820.0,IEC,F77000W0P/AU,AS/NZS 2007.1:2005,3.18730968017,3.0,0.000217,0.07,ECO 50,158.0,"Australia,Other",,70519,Approved,22.7,Built-in,True,595.0,2018-02-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,AEG,14,308,Single,Italy,True,570.0,820.0,IEC,F78002VI0P/AU,AS/NZS 2007.1:2005,3.18730968017,3.0,0.000217,0.07,ECO 50,158.0,"Australia,Other",,70519,Approved,22.7,Built-in,True,595.0,2018-02-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,AEG,14,308,Single,Italy,True,570.0,820.0,IEC,F88009M0P/AU,AS/NZS 2007.1:2005,3.18730968017,3.0,0.000217,0.07,ECO 50,158.0,"Australia,Other",,70519,Approved,22.7,Built-in,True,595.0,2018-02-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,AEG,14,308,Single,Italy,True,570.0,820.0,IEC,F88009W0P/AU,AS/NZS 2007.1:2005,3.18730968017,3.0,0.000217,0.07,ECO 50,158.0,"Australia,Other",,70519,Approved,22.7,Built-in,True,595.0,2018-02-17,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ELBA,12,233,Single,China,False,,,,DW60CDX2,AS/NZS 2007.1:2005,3.54,3.5,0.0,0.7,Normal Eco,119.0,"Australia,New Zealand",0.633,44539,Approved,11.34,Built-in,False,,2014-08-05,,Single product class,Available,http://www.fisherpaykel.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ELBA,12,233,Single,China,False,,,,DW60CDW2,AS/NZS 2007.1:2005,3.54,3.5,0.0,0.7,Normal Eco,119.0,"Australia,New Zealand",0.633,44539,Approved,11.34,Built-in,False,,2014-08-05,,Single product class,Available,http://www.fisherpaykel.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,230,Single,"Turkey,Germany",True,,,IEC,SMS50D02AU,AS/NZS 2007.1:2005,4.00603967231,4.0,0.0,0.131,Eco 45,150.0,"Australia,New Zealand",0.131,77233,Approved,13.4,Freestanding,True,,2018-12-03,,Single product class,Available,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,230,Single,"Turkey,Germany",True,,,IEC,SMS50D08AU,AS/NZS 2007.1:2005,4.00603967231,4.0,0.0,0.131,Eco 45,150.0,"Australia,New Zealand",0.131,77233,Approved,13.4,Freestanding,True,,2018-12-03,,Single product class,Available,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,230,Single,"Turkey,Germany",True,,,IEC,SMS63L08AU,AS/NZS 2007.1:2005,4.00603967231,4.0,0.0,0.131,Eco 45,150.0,"Australia,New Zealand",0.131,77233,Approved,13.4,Freestanding,True,,2018-12-03,,Single product class,Available,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,ANDI,8,294,Single,China,False,580.0,860.0,IEC,AF456EX,AS/NZS 2007.1:2005,1.74875678762,1.5,0.0,1.916636,Normal,125.0,Australia,0.288119,74160,Approved,13.033,Freestanding,False,450.0,2018-08-15,,Single product class,Unavailable,http://www.andico.com.au/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,14,240,Single,Italy,True,600.0,850.0,IEC,DWA3148*,AS/NZS 2007.1:2005,3.88671641975,3.5,0.0,1.434,Normal Eco,140.0,"Australia,New Zealand",0.027333333,66829,Approved,11.2,Freestanding,False,600.0,2017-08-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BLANCO,10,235,Single,Turkey,True,,,,DWF45X,AS/NZS 2007.1:2005,3.00238509011,3.0,0.0,0.41,Program 3 - ECO 45 C,143.0,"Australia,New Zealand",0.06,51393,Approved,12.1,Freestanding,False,,2015-10-28,2013-07-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,8,294,Single,China,False,,,IEC,DW300XA,AS/NZS 2007.1:2005,1.74875678762,1.5,0.0,1.916636,Normal,117.65,"Australia,New Zealand",0.288119,79322,Approved,13.0,Freestanding,False,,2019-03-11,,Single product class,Available,,http://www.omegaappliances.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Prossimo,12,278,Single,China,True,580.0,850.0,IEC,PRD6S,AS/NZS 2007.1:2005,3.04243824632,3.0,0.0,1.75,Normal,139.16,Australia,0.0,78309,Approved,11.7,Freestanding,False,600.0,2019-01-15,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Prossimo,12,278,Single,China,True,580.0,850.0,IEC,PRD6W,AS/NZS 2007.1:2005,3.04243824632,3.0,0.0,1.75,Normal,139.16,Australia,0.0,78309,Approved,11.7,Freestanding,False,600.0,2019-01-15,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,270,Single,"""Korea, Republic of""",True,,,,DW-FG720W,AS/NZS 2007.1:2005,3.7499247415,3.5,0.0,0.4,Normal; 45 deg C,154.0,"Australia,New Zealand",0.39,60610,Approved,11.67,Freestanding,False,,2016-10-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,270,Single,"""Korea, Republic of""",True,,,,DW-FG720S,AS/NZS 2007.1:2005,3.7499247415,3.5,0.0,0.4,Normal; 45 deg C,154.0,"Australia,New Zealand",0.39,60610,Approved,11.67,Freestanding,False,,2016-10-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,14,320,Single,China,False,,,IEC,BDW34X,AS/NZS 2007.1:2005,3.08014988812,3.0,0.0,0.26,Normal,145.8,"Australia,New Zealand",0.24,74885,Approved,13.6,Freestanding,False,,2018-09-16,,Single product class,Unavailable,,http://www.blanco-australia.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,13,293,Single,France,True,,,IEC,BID11P,AS/NZS 2007.1:2005,3.11951462305,3.0,0.0,1.4,BIO,120.9,"Australia,New Zealand",0.7,75996,Approved,13.4,Built-in,False,,2018-10-06,,Single product class,Available,,http://www.blanco-australia.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,14,320,Single,China,False,,,IEC,OFI604A,AS/NZS 2007.1:2005,3.08014988812,3.0,0.0,0.26,Normal,145.8,"Australia,New Zealand",0.24,74391,Approved,13.6,Built-in,False,,2018-09-16,,Single product class,Available,,http://www.omegaappliances.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Everdure,8,294,Single,China,False,,,AS/NZS,DWF4586SS,AS/NZS 2007.1:2005,1.74875678762,1.5,0.0,1.916636,Normal,117.65,"Australia,New Zealand",0.288119,73141,Approved,13.0,Built-in,False,,2018-07-11,,Single product class,Unavailable,,http://everdure.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,15,352,Single,Turkey,True,598.0,845.0,IEC,BDW3458X,AS/NZS 2007.1:2005,3.00636475472,3.0,0.0,1.19,Economic 50°C,161.96,"Australia,New Zealand",0.05,70783,Approved,13.3,Freestanding,False,596.0,2018-03-12,,Single product class,Unavailable,,http://www.blanco-australia.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,168,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,170,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,228,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,233,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,229,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,239,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,261,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,V-ZUG,13,209,Single,Switzerland,True,57.2,80.0,IEC,259,AS/NZS 2007.1:2005,4.06670298823,4.0,0.0,0.0906,Economy,125.65,"Australia,New Zealand",0.0,61643,Approved,11.4,Built-in,True,59.6,2016-12-04,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725W,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,71933,Approved,11.653,Freestanding,False,598.0,2018-06-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725S,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,71933,Approved,11.653,Freestanding,False,598.0,2018-06-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-FG725L,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,71933,Approved,11.653,Freestanding,False,598.0,2018-06-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW5363PGBSL,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,71933,Approved,11.653,Freestanding,False,598.0,2018-06-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,SAMSUNG ELECTRONICS,15,244,Single,Thailand,True,570.0,845.0,IEC,DW-UG720T,AS/NZS 2007.1:2005,4.03380712636,4.0,0.0,0.58,Normal,154.0,"Australia,Fiji,New Zealand",0.4,71933,Approved,11.653,Freestanding,False,598.0,2018-06-03,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Fulgor Milano,14,260,Single,China,True,,,IEC,DWI8011,AS/NZS 2007.1:2005,3.66230282122,3.5,0.0,0.33,Normal,165.0,"Australia,Fiji,New Zealand",0.22,74881,Approved,12.1,Freestanding,False,,2018-12-02,,Single product class,Available,http://www.global.midea.com.cn/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Fulgor Milano,14,260,Single,China,True,,,IEC,DWF8010,AS/NZS 2007.1:2005,3.66230282122,3.5,0.0,0.33,Normal,165.0,"Australia,Fiji,New Zealand",0.22,74881,Approved,12.1,Freestanding,False,,2018-12-02,,Single product class,Available,http://www.global.midea.com.cn/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Blanco,14,320,Single,China,False,,,IEC,BDW146X,AS/NZS 2007.1:2005,3.08014988812,3.0,0.0,0.26,Normal,163.22,"Australia,New Zealand",0.24,78844,Approved,13.6,Built-in,False,,2019-02-15,,Single product class,Available,,http://www.blanco-australia.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BEKO,14,324,Single,Turkey,True,,,IEC,DSFN 4630 *,AS/NZS 2007.1:2005,3.04532120108,3.0,0.0,0.38957,Eco 45 C,124.0,"Australia,New Zealand",0.06044,78833,Approved,15.2,Freestanding,False,,2019-02-13,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,14,272,Single,China,True,,,,DW60CCW1,AS/NZS 2007.1:2005,3.5358,3.5,0.00413,1.500114,Normal Eco,150.0,"Australia,Fiji,New Zealand",0.906734,56241,Approved,12.147,Built-in,False,,2016-07-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,FISHER & PAYKEL,14,272,Single,China,True,,,,DD60CCX1,AS/NZS 2007.1:2005,3.5358,3.5,0.00413,1.500114,Normal Eco,150.0,"Australia,Fiji,New Zealand",0.906734,56241,Approved,12.147,Built-in,False,,2016-07-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A1A401A,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A3A401A,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A1A401B,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A1A401E,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A3A401E,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A1A401F,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A3A401F,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A1A401D,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A2A401B,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A2A411B,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Galanz,12,254,Single,China,True,598.0,820.0,IEC,W60A2A401A,AS/NZS 2007.1:2005,3.29557306335,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,66267,Approved,11.5,Built-in,False,561.0,2017-07-26,,Single product class,Unavailable,,http://www.galanz.com/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,15,240,Single,Italy,True,600.0,820.0,IEC,DWAUP364*,AS/NZS 2007.1:2005,4.08014988812,4.0,0.0,0.796,Normal Eco,139.0,"Australia,New Zealand",0.192,70217,Approved,11.7,Built-in,True,600.0,2018-01-24,,Single product class,Available,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,15,240,Single,Italy,True,600.0,820.0,IEC,DWAFIP364*,AS/NZS 2007.1:2005,4.08014988812,4.0,0.0,0.796,Normal Eco,139.0,"Australia,New Zealand",0.192,70217,Approved,11.7,Built-in,True,600.0,2018-01-24,,Single product class,Available,,http://www.smeg.com.au
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGS65M08AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGV53E03AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGU55E15AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGU55E12AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGU53E15AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,310,Single,Turkey,False,,,,SGI53E15AU,AS/NZS 2007.1:2005,3.16916286437,3.0,0.0,0.68,Normal 45,140.0,"Australia,Fiji,New Zealand",0.027,52308,Approved,13.6,Built-in,False,,2015-08-17,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,230,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD-1483S4,AS/NZS 2007.1:2005,4.00603967231,4.0,0.000226,0.445919,Eco and Soft Spray,310.0,"Australia,New Zealand",0.475902,71043,Approved,10.4,Freestanding,True,600.0,2018-03-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,230,Single,"""Korea, Republic of""",True,600.0,850.0,IEC,LD-1483W4,AS/NZS 2007.1:2005,4.00603967231,4.0,0.000226,0.445919,Eco and Soft Spray,310.0,"Australia,New Zealand",0.475902,71043,Approved,10.4,Freestanding,True,600.0,2018-03-28,,Single product class,Available,,
